# index, meta, _pos
16780,319008,"array([-10.8896771 ,  -2.53647275])"
16781,161319,"array([-10.84132072,  -2.57124186])"
16782,170470,"array([-10.8907881 ,  -2.58822182])"
16783,1132670,"array([-10.82483774,  -2.49817941])"
16784,734149,"array([-10.79833623,  -2.54711393])"
16785,608191,"array([-10.86353413,  -2.51424975])"
16786,612422,"array([-10.79526287,  -2.55211837])"
16787,805175,"array([-10.84123627,  -2.5422421 ])"
16788,51525,"array([-10.82916829,  -2.54735292])"
16789,1135549,"array([-10.76945941,  -2.50197362])"
16790,743494,"array([-10.76450746,  -2.49825197])"
16791,1139470,"array([-10.79517837,  -2.54611086])"
16792,564890,"array([-10.80517165,  -2.52525604])"
16793,1137324,"array([-10.84437507,  -2.5773217 ])"
16794,1152823,"array([-10.87942081,  -2.51685142])"
16795,1152166,"array([-10.85034848,  -2.58759804])"
16796,36699,"array([-10.85005411,  -2.59082132])"
16797,1124339,"array([-10.82051596,  -2.52412234])"
16798,986996,"array([-10.89173079,  -2.5358903 ])"
16799,213246,"array([-10.90131071,  -2.528595  ])"
16800,7235,"array([-10.79661567,  -2.5354337 ])"
16801,440815,"array([-10.89958811,  -2.54333015])"
16802,242085,"array([-10.85382264,  -2.5342339 ])"
16803,181875,"array([-10.85660594,  -2.49871923])"
16804,1138933,"array([-10.85373823,  -2.4929551 ])"
16805,822300,"array([-10.85709084,  -2.49336593])"
16806,1153137,"array([-10.84053933,  -2.51203673])"
16807,211362,"array([-10.83533654,  -2.51545272])"
16808,65012,"array([-10.81023618,  -2.56299277])"
16809,392630,"array([-10.82004394,  -2.54988883])"
16810,1105371,"array([-10.85796624,  -2.55190989])"
16811,64068,"array([-10.85677614,  -2.55152461])"
16812,51697,"array([-10.79441109,  -2.55509482])"
16813,690839,"array([-10.85474458,  -2.54497894])"
16814,861032,"array([-10.80792348,  -2.56895501])"
16815,1134778,"array([-10.81498631,  -2.54959408])"
16816,807340,"array([-10.85028149,  -2.53370851])"
16817,90471,"array([-10.85379998,  -2.53517909])"
16818,1153192,"array([-10.80282242,  -2.56156791])"
16819,749746,"array([-10.79030951,  -2.52827912])"
16820,1109348,"array([-10.8252375 ,  -2.56092351])"
16821,800854,"array([-10.83438322,  -2.53260057])"
16822,1115639,"array([-10.78478654,  -2.51811269])"
16823,288487,"array([-10.79448041,  -2.5210583 ])"
16824,1123538,"array([-10.84924557,  -2.53096587])"
16825,1134753,"array([-10.83924506,  -2.54422555])"
16826,1103530,"array([-10.81095421,  -2.53860375])"
16827,1133001,"array([-10.81316229,  -2.56274972])"
16828,111855,"array([-10.8128955 ,  -2.56173306])"
16829,22119,"array([-10.83502356,  -2.5444978 ])"
16830,1107455,"array([-10.86278027,  -2.52648569])"
16831,1125402,"array([-10.89938286,  -2.52560148])"
16832,1122386,"array([-10.83394476,  -2.56525113])"
16833,1139114,"array([-10.83141065,  -2.57044129])"
16834,164909,"array([-10.83385044,  -2.55384978])"
16835,35111,"array([-10.85779441,  -2.56213127])"
16836,114804,"array([-10.84374472,  -2.55033177])"
16837,705503,"array([-10.88223989,  -2.5958404 ])"
16838,1106376,"array([-10.8119174 ,  -2.56712649])"
16839,1152807,"array([-10.79995955,  -2.54039044])"
16840,948147,"array([-10.88062452,  -2.55205707])"
16841,1152982,"array([-10.86936168,  -2.52000979])"
16842,1117022,"array([-10.85080654,  -2.55057347])"
16843,139057,"array([-10.85797956,  -2.51949185])"
16844,783191,"array([-10.81368426,  -2.57452346])"
16845,108527,"array([-10.79963561,  -2.57193321])"
16846,754891,"array([-10.80454215,  -2.55732441])"
16847,1152472,"array([-10.80275498,  -2.55961413])"
16848,585124,"array([-10.77276374,  -2.53770752])"
16849,224059,"array([-10.82611132,  -2.52285695])"
16850,385790,"array([-10.85223433,  -2.58900552])"
16851,112042,"array([-10.83760425,  -2.57952557])"
16852,1129250,"array([-10.86868818,  -2.53878867])"
16853,59709,"array([-10.84754298,  -2.52330934])"
16854,251942,"array([-10.85032675,  -2.55124812])"
16855,1134162,"array([-10.83336865,  -2.57260243])"
16856,1153456,"array([-10.81963678,  -2.56578132])"
16857,99288,"array([-10.87584344,  -2.56133647])"
16858,725056,"array([-10.83262757,  -2.53128525])"
16859,1121702,"array([-10.86473945,  -2.51342263])"
16860,12278,"array([-10.83359285,  -2.57958963])"
16861,198753,"array([-10.81421547,  -2.51482337])"
16862,1136540,"array([-10.81392164,  -2.56504508])"
16863,579853,"array([-10.86534352,  -2.50879913])"
16864,1139034,"array([-10.88755041,  -2.57498444])"
16865,1106046,"array([-10.86600433,  -2.49430528])"
16866,11125,"array([-10.82701367,  -2.57165988])"
16867,694838,"array([-10.8162766 ,  -2.58443847])"
16868,1137332,"array([-10.84722946,  -2.58207479])"
16869,1104319,"array([-10.79428456,  -2.55718131])"
16870,1105857,"array([-10.81510289,  -2.53443121])"
16871,23164,"array([-10.80791735,  -2.53427276])"
16872,35737,"array([-10.81192135,  -2.51695159])"
16873,51828,"array([-10.87113621,  -2.53659089])"
16874,1128974,"array([-10.86878202,  -2.53447037])"
16875,1135382,"array([-10.89498062,  -2.52495659])"
16876,1129018,"array([-10.86730451,  -2.51450056])"
16877,1140932,"array([-10.80669886,  -2.52724894])"
16878,34004,"array([-10.8196588,  -2.5681898])"
16879,1140022,"array([-10.79862866,  -2.51919852])"
16880,1140026,"array([-10.84268113,  -2.51381478])"
16881,847468,"array([-10.84272803,  -2.52226924])"
16882,436796,"array([-10.88546932,  -2.54303195])"
16883,70063,"array([-10.84580513,  -2.51918061])"
16884,210890,"array([-10.85024963,  -2.57087039])"
16885,1138827,"array([-10.83530519,  -2.49789001])"
16886,1152983,"array([-10.81986488,  -2.5809045 ])"
16887,26287,"array([-10.82388316,  -2.57140498])"
16888,708566,"array([-10.80681178,  -2.4959286 ])"
16889,1153607,"array([-10.84319895,  -2.56833513])"
16890,1140410,"array([-10.77808735,  -2.52418734])"
16891,1129463,"array([-10.83992147,  -2.50962601])"
16892,1116948,"array([-10.8023561 ,  -2.56125631])"
16893,1110601,"array([-10.79855654,  -2.51098205])"
16894,1090067,"array([-10.8761621 ,  -2.54907046])"
16895,1104183,"array([-10.83738562,  -2.50476157])"
16896,1140206,"array([-10.90975568,  -2.53690882])"
16897,72745,"array([-10.82611765,  -2.54410721])"
16898,370229,"array([-10.81416698,  -2.55653637])"
16899,713100,"array([-10.82493418,  -2.54603377])"
16900,13916,"array([-10.87908082,  -2.53687674])"
16901,359067,"array([-10.88652195,  -2.52500341])"
16902,627866,"array([-10.81796084,  -2.50850553])"
16903,1133307,"array([-10.77328618,  -2.4976614 ])"
16904,691717,"array([-10.77840836,  -2.50231498])"
16905,1134151,"array([-10.83279422,  -2.55947838])"
16906,1111362,"array([-10.83665815,  -2.56655684])"
16907,800836,"array([-10.86297178,  -2.53658465])"
16908,345668,"array([-10.80892695,  -2.54520831])"
16909,525779,"array([-10.84597716,  -2.55234061])"
16910,1134022,"array([-10.83758277,  -2.53907814])"
16911,1111210,"array([-10.89707029,  -2.54057301])"
16912,193468,"array([-10.89639809,  -2.54236478])"
16913,1117749,"array([-10.86846446,  -2.50470051])"
16914,336889,"array([-10.8722129 ,  -2.49515364])"
16915,1122371,"array([-10.88939918,  -2.54933173])"
16916,1153866,"array([-10.88365643,  -2.52249506])"
16917,1109148,"array([-10.85037752,  -2.50015704])"
16918,1127898,"array([-10.82168344,  -2.5576269 ])"
16919,192231,"array([-10.8419687 ,  -2.55881672])"
16920,1106826,"array([-10.80697464,  -2.54431879])"
16921,20236,"array([-10.81094131,  -2.56226495])"
16922,1137668,"array([-10.82362186,  -2.60177803])"
16923,596075,"array([-10.87274992,  -2.50034026])"
16924,390922,"array([-10.88135935,  -2.54092572])"
16925,194223,"array([-10.88713855,  -2.54145188])"
16926,346203,"array([-10.8148237 ,  -2.54035881])"
16927,1133687,"array([-10.86167667,  -2.52680459])"
16928,2439,"array([-10.8672038,  -2.5223547])"
16929,1117605,"array([-10.77237994,  -2.53114697])"
16930,1140078,"array([-10.79661477,  -2.52930426])"
16931,1105008,"array([-10.90220607,  -2.55164199])"
16932,11133,"array([-10.91193762,  -2.55414997])"
16933,238010,"array([-10.82680788,  -2.50639186])"
16934,1135408,"array([-10.8932828 ,  -2.54035529])"
16935,733415,"array([-10.88801574,  -2.54050206])"
16936,290649,"array([-10.87784495,  -2.5656632 ])"
16937,843834,"array([-10.79083139,  -2.56057758])"
16938,1152315,"array([-10.79099685,  -2.52196114])"
16939,441738,"array([-10.81901242,  -2.50576435])"
16940,7267,"array([-10.81887565,  -2.50728337])"
16941,669235,"array([-10.81922583,  -2.56300718])"
16942,1153839,"array([-10.85366459,  -2.58158865])"
16943,1120355,"array([-10.87228768,  -2.56335026])"
16944,1104793,"array([-10.82258487,  -2.50888608])"
16945,1153552,"array([-10.84126467,  -2.52102971])"
16946,44474,"array([-10.84959833,  -2.52707054])"
16947,1105468,"array([-10.85772234,  -2.58911166])"
16948,334908,"array([-10.85818642,  -2.59174654])"
16949,1135835,"array([-10.82668489,  -2.53866881])"
16950,41409,"array([-10.819467 ,  -2.5354197])"
16951,547304,"array([-10.81478171,  -2.53923931])"
16952,347249,"array([-10.82274741,  -2.53574351])"
16953,118767,"array([-10.8116487 ,  -2.55679153])"
16954,116676,"array([-10.80306075,  -2.50733225])"
16955,105856,"array([-10.87936985,  -2.53757256])"
16956,1152758,"array([-10.86560642,  -2.54804562])"
16957,1108765,"array([-10.80672589,  -2.57293381])"
16958,46536,"array([-10.87811567,  -2.54622964])"
16959,1110160,"array([-10.80755324,  -2.56269026])"
16960,131456,"array([-10.79854214,  -2.48842774])"
16961,131461,"array([-10.79524166,  -2.48182055])"
16962,1113748,"array([-10.8154913 ,  -2.54147051])"
16963,16435,"array([-10.88212812,  -2.524332  ])"
16964,1116601,"array([-10.8845885 ,  -2.51603849])"
16965,1108577,"array([-10.79998045,  -2.51071002])"
16966,705831,"array([-10.81881826,  -2.51699309])"
16967,864099,"array([-10.81179435,  -2.56301206])"
16968,1115235,"array([-10.78871309,  -2.57119934])"
16969,79541,"array([-10.79695207,  -2.56485975])"
16970,1103461,"array([-10.79329055,  -2.48291561])"
16971,23879,"array([-10.7956891 ,  -2.48781666])"
16972,10113,"array([-10.80496566,  -2.56424215])"
16973,1131069,"array([-10.85510337,  -2.56877567])"
16974,667074,"array([-10.79646176,  -2.52026473])"
16975,624369,"array([-10.83023623,  -2.53340654])"
16976,694759,"array([-10.86003189,  -2.51433546])"
16977,705833,"array([-10.81917913,  -2.51982725])"
16978,212930,"array([-10.88063315,  -2.53482949])"
16979,1152594,"array([-10.90242041,  -2.53147138])"
16980,592001,"array([-10.8084777 ,  -2.49015195])"
16981,1122156,"array([-10.80077897,  -2.5677463 ])"
16982,294313,"array([-10.8129581 ,  -2.54826056])"
16983,251340,"array([-10.78373225,  -2.51791976])"
16984,827381,"array([-10.84178181,  -2.50994398])"
16985,341114,"array([-10.84801185,  -2.50670637])"
16986,1154769,"array([-10.83233072,  -2.55508977])"
16987,182994,"array([-10.86422649,  -2.55980436])"
16988,1105204,"array([-10.78236587,  -2.5491675 ])"
16989,36573,"array([-10.81287127,  -2.53733239])"
16990,240847,"array([-10.80708724,  -2.5089409 ])"
16991,408473,"array([-10.8352709,  -2.5206161])"
16992,1135253,"array([-10.87399122,  -2.55826071])"
16993,1104580,"array([-10.88343686,  -2.56919919])"
16994,79240,"array([-10.84385528,  -2.50099615])"
16995,1132400,"array([-10.87740167,  -2.52662757])"
16996,1118078,"array([-10.83238194,  -2.56322692])"
16997,750287,"array([-10.82023102,  -2.53653035])"
16998,734688,"array([-10.89397723,  -2.53779384])"
16999,1138511,"array([-10.84491062,  -2.53356931])"
17000,1153204,"array([-10.77749433,  -2.52991006])"
17001,158614,"array([-10.87656975,  -2.53162053])"
17002,54618,"array([-10.8188872 ,  -2.52303227])"
17003,1140697,"array([-10.81528635,  -2.55841139])"
17004,1135358,"array([-10.87676666,  -2.5235084 ])"
17005,9194,"array([-10.81188975,  -2.54663681])"
17006,1120438,"array([-10.90814302,  -2.53454964])"
17007,60159,"array([-10.85015996,  -2.55197547])"
17008,1113102,"array([-10.79891701,  -2.54744075])"
17009,1140646,"array([-10.78725793,  -2.53053878])"
17010,118436,"array([-10.85086932,  -2.55005903])"
17011,245128,"array([-10.81281699,  -2.51628457])"
17012,1111191,"array([-10.86886364,  -2.54512339])"
17013,508142,"array([-10.80907546,  -2.50312471])"
17014,1046406,"array([-10.83625266,  -2.55997087])"
17015,1133929,"array([-10.81079337,  -2.54672395])"
17016,791050,"array([-10.88275409,  -2.56972824])"
17017,42898,"array([-10.87595859,  -2.56323491])"
17018,1133575,"array([-10.80329408,  -2.50263261])"
17019,63674,"array([-10.84791794,  -2.54256061])"
17020,1134484,"array([-10.8119887 ,  -2.49852877])"
17021,1135904,"array([-10.78502257,  -2.51153976])"
17022,47767,"array([-10.86598011,  -2.51278571])"
17023,163028,"array([-10.8087394 ,  -2.56822416])"
17024,1138156,"array([-10.81861272,  -2.5120991 ])"
17025,1134467,"array([-10.81859875,  -2.53081629])"
17026,1134358,"array([-10.81287972,  -2.5048633 ])"
17027,136663,"array([-10.84877904,  -2.54504521])"
17028,1118239,"array([-10.80088159,  -2.51729802])"
17029,117315,"array([-10.85821537,  -2.51674482])"
17030,621588,"array([-10.81671411,  -2.52858915])"
17031,1117965,"array([-10.88406641,  -2.55714121])"
17032,135345,"array([-10.80262822,  -2.5127671 ])"
17033,44368,"array([-10.86289878,  -2.51614016])"
17034,1153889,"array([-10.88027565,  -2.50747296])"
17035,1137288,"array([-10.78666639,  -2.53749942])"
17036,12211,"array([-10.86567109,  -2.5316457 ])"
17037,1103687,"array([-10.83247566,  -2.50400633])"
17038,1117463,"array([-10.90165588,  -2.52633505])"
17039,1116924,"array([-10.79150612,  -2.54224333])"
17040,1123936,"array([-10.85774075,  -2.50247333])"
17041,1139944,"array([-10.8118236 ,  -2.53467135])"
17042,117486,"array([-10.81548246,  -2.52851846])"
17043,190697,"array([-10.87321625,  -2.52154971])"
17044,62729,"array([-10.86865125,  -2.56824088])"
17045,15884,"array([-10.85952856,  -2.50505698])"
17046,183513,"array([-10.79467326,  -2.51413334])"
17047,297101,"array([-10.80113647,  -2.51931589])"
17048,631346,"array([-10.86592726,  -2.5832318 ])"
17049,1153512,"array([-10.78814016,  -2.52919961])"
17050,657932,"array([-10.85473786,  -2.57416111])"
17051,116170,"array([-10.80141127,  -2.49678623])"
17052,1134040,"array([-10.80325596,  -2.49118368])"
17053,1135777,"array([-10.85661261,  -2.54188719])"
17054,1113031,"array([-10.78402364,  -2.54077058])"
17055,1138004,"array([-10.83279401,  -2.51031751])"
17056,768125,"array([-10.85901611,  -2.56934142])"
17057,1120704,"array([-10.85384838,  -2.51411593])"
17058,1153205,"array([-10.79850166,  -2.56807805])"
17059,1103857,"array([-10.84748932,  -2.5615273 ])"
17060,1114336,"array([-10.86884872,  -2.5061079 ])"
17061,751066,"array([-10.89452879,  -2.53924697])"
17062,191008,"array([-10.86932311,  -2.56306032])"
17063,1117741,"array([-10.8619537 ,  -2.50173702])"
17064,585456,"array([-10.82236854,  -2.53396244])"
17065,102061,"array([-10.85449665,  -2.53063281])"
17066,237521,"array([-10.88751107,  -2.54996728])"
17067,1118267,"array([-10.80074555,  -2.55780082])"
17068,1128643,"array([-10.83255031,  -2.53827529])"
17069,1112284,"array([-10.85408588,  -2.54000029])"
17070,1106134,"array([-10.83990447,  -2.53127219])"
17071,169799,"array([-10.80004413,  -2.54389838])"
17072,1113673,"array([-10.89658451,  -2.53920211])"
17073,1138304,"array([-10.85984657,  -2.50988824])"
17074,1140656,"array([-10.84047693,  -2.56071338])"
17075,145515,"array([-10.87218337,  -2.57201977])"
17076,3936,"array([-10.82499782,  -2.56822949])"
17077,638199,"array([-10.80442109,  -2.53296333])"
17078,1152120,"array([-10.79763151,  -2.56790304])"
17079,1105444,"array([-10.84209295,  -2.50209748])"
17080,1129509,"array([-10.88059391,  -2.51792515])"
17081,1136897,"array([-10.82414352,  -2.50318028])"
17082,774093,"array([-10.82680013,  -2.51351659])"
17083,1133394,"array([-10.81531957,  -2.5474559 ])"
17084,140569,"array([-10.88598997,  -2.55024677])"
17085,1116895,"array([-10.86082411,  -2.48430013])"
17086,317596,"array([-10.85911277,  -2.49272174])"
17087,439060,"array([-10.83041066,  -2.53157486])"
17088,332563,"array([-10.88249593,  -2.55315448])"
17089,417149,"array([-10.8369943,  -2.4873991])"
17090,1108841,"array([-10.86566408,  -2.55187486])"
17091,139865,"array([-10.86148497,  -2.54574999])"
17092,78909,"array([-10.82753885,  -2.52044895])"
17093,133200,"array([-10.85087996,  -2.52685512])"
17094,646913,"array([-10.85531303,  -2.51214788])"
17095,1152939,"array([-10.83570133,  -2.52111865])"
17096,90246,"array([-10.83686169,  -2.52910972])"
17097,1129351,"array([-10.83308787,  -2.52530144])"
17098,1104180,"array([-10.78613205,  -2.58717244])"
17099,16605,"array([-10.79137698,  -2.58173628])"
17100,119283,"array([-10.86781309,  -2.54256221])"
17101,78921,"array([-10.82611725,  -2.52139134])"
17102,1126292,"array([-10.8644649 ,  -2.59257731])"
17103,171010,"array([-10.86175969,  -2.5844063 ])"
17104,19208,"array([-10.81083319,  -2.51487463])"
17105,1133292,"array([-10.84882436,  -2.54398632])"
17106,1112643,"array([-10.82139025,  -2.51555444])"
17107,372862,"array([-10.86781792,  -2.52661054])"
17108,837925,"array([-10.80756148,  -2.52069975])"
17109,88791,"array([-10.83964631,  -2.50904196])"
17110,1140599,"array([-10.78005116,  -2.54429957])"
17111,1105428,"array([-10.87766785,  -2.51795677])"
17112,1121388,"array([-10.82029527,  -2.50771885])"
17113,187439,"array([-10.86690412,  -2.51076766])"
17114,83854,"array([-10.87148491,  -2.51564097])"
17115,1152546,"array([-10.8624636 ,  -2.57737067])"
17116,38425,"array([-10.80423469,  -2.51207663])"
17117,130309,"array([-10.8458098 ,  -2.53760263])"
17118,54614,"array([-10.82002276,  -2.52156425])"
17119,1153100,"array([-10.85919682,  -2.52830702])"
17120,1132512,"array([-10.7904481 ,  -2.56128459])"
17121,51831,"array([-10.88152134,  -2.52658105])"
17122,1114708,"array([-10.84299202,  -2.54697006])"
17123,851524,"array([-10.92036642,  -2.53658159])"
17124,851519,"array([-10.9266067 ,  -2.53672448])"
17125,883246,"array([-10.85436382,  -2.50511658])"
17126,1135561,"array([-10.8519543 ,  -2.56054598])"
17127,39937,"array([-10.81813655,  -2.5618362 ])"
17128,1114408,"array([-10.85376068,  -2.55697241])"
17129,712928,"array([-10.83324144,  -2.54882557])"
17130,270366,"array([-10.85817073,  -2.5642047 ])"
17131,1153163,"array([-10.83088555,  -2.58096001])"
17132,129805,"array([-10.8190193 ,  -2.55240272])"
17133,1154663,"array([-10.83815052,  -2.5785464 ])"
17134,1104354,"array([-10.84988978,  -2.53407823])"
17135,1111313,"array([-10.81568218,  -2.52813213])"
17136,1154140,"array([-10.80232111,  -2.5407273 ])"
17137,1141293,"array([-10.80890631,  -2.53861109])"
